Sample_ID	Population
EPI_ISL_751405	NZ
EPI_ISL_751406	NZ
EPI_ISL_751407	NZ
EPI_ISL_751408	NZ
EPI_ISL_751409	NZ
EPI_ISL_751410	NZ
EPI_ISL_751411	NZ
EPI_ISL_751412	NZ
EPI_ISL_751413	NZ
EPI_ISL_751414	NZ
EPI_ISL_751415	NZ
EPI_ISL_751416	NZ
EPI_ISL_751417	NZ
EPI_ISL_751418	NZ
EPI_ISL_751419	NZ
EPI_ISL_751420	NZ
EPI_ISL_751421	NZ
EPI_ISL_751422	NZ
EPI_ISL_751423	NZ
EPI_ISL_751424	NZ
EPI_ISL_751425	NZ
EPI_ISL_751426	NZ
EPI_ISL_751427	NZ
EPI_ISL_751428	NZ
EPI_ISL_751429	NZ
EPI_ISL_751430	NZ
EPI_ISL_751431	NZ
EPI_ISL_751432	NZ
EPI_ISL_751433	NZ
EPI_ISL_751434	NZ
EPI_ISL_751435	NZ
EPI_ISL_751436	NZ
EPI_ISL_751437	NZ
EPI_ISL_751438	NZ
EPI_ISL_751439	NZ
EPI_ISL_751440	NZ
EPI_ISL_751441	NZ
EPI_ISL_751442	NZ
EPI_ISL_751443	NZ
EPI_ISL_751444	NZ
EPI_ISL_751445	NZ
EPI_ISL_751446	NZ
EPI_ISL_751447	NZ
EPI_ISL_767043	NZ
EPI_ISL_775259	NZ
EPI_ISL_778646	NZ
EPI_ISL_778647	NZ
EPI_ISL_778648	NZ
EPI_ISL_778649	NZ
EPI_ISL_778651	NZ
EPI_ISL_778652	NZ
EPI_ISL_778653	NZ
EPI_ISL_778654	NZ
EPI_ISL_778655	NZ
EPI_ISL_778656	NZ
EPI_ISL_778657	NZ
EPI_ISL_778658	NZ
EPI_ISL_778659	NZ
EPI_ISL_778660	NZ
EPI_ISL_778661	NZ
EPI_ISL_778662	NZ
EPI_ISL_778663	NZ
EPI_ISL_778664	NZ
EPI_ISL_778665	NZ
EPI_ISL_778666	NZ
EPI_ISL_778667	NZ
EPI_ISL_778668	NZ
EPI_ISL_778669	NZ
EPI_ISL_778670	NZ
EPI_ISL_778671	NZ
EPI_ISL_778673	NZ
EPI_ISL_778674	NZ
EPI_ISL_778676	NZ
EPI_ISL_778677	NZ
EPI_ISL_778678	NZ
EPI_ISL_778679	NZ
EPI_ISL_778680	NZ
EPI_ISL_778681	NZ
EPI_ISL_778682	NZ
EPI_ISL_778683	NZ
EPI_ISL_778684	NZ
EPI_ISL_778685	NZ
EPI_ISL_778686	NZ
EPI_ISL_778687	NZ
EPI_ISL_778689	NZ
EPI_ISL_778690	NZ
EPI_ISL_778696	NZ
EPI_ISL_778699	NZ
EPI_ISL_778700	NZ
EPI_ISL_778701	NZ
EPI_ISL_778702	NZ
EPI_ISL_778722	NZ
EPI_ISL_778723	NZ
