Sample_ID	Population
EPI_ISL_1534374	SOUTH_AFRICA
EPI_ISL_1534375	SOUTH_AFRICA
EPI_ISL_1534376	SOUTH_AFRICA
EPI_ISL_1534377	SOUTH_AFRICA
EPI_ISL_1534378	SOUTH_AFRICA
EPI_ISL_1534379	SOUTH_AFRICA
EPI_ISL_1534380	SOUTH_AFRICA
EPI_ISL_1534382	SOUTH_AFRICA
EPI_ISL_1534383	SOUTH_AFRICA
EPI_ISL_1534384	SOUTH_AFRICA
EPI_ISL_1534385	SOUTH_AFRICA
EPI_ISL_1534386	SOUTH_AFRICA
EPI_ISL_1534387	SOUTH_AFRICA
EPI_ISL_1534388	SOUTH_AFRICA
EPI_ISL_1534389	SOUTH_AFRICA
EPI_ISL_1534390	SOUTH_AFRICA
EPI_ISL_1534391	SOUTH_AFRICA
EPI_ISL_1534392	SOUTH_AFRICA
EPI_ISL_1534393	SOUTH_AFRICA
EPI_ISL_1534394	SOUTH_AFRICA
EPI_ISL_1534395	SOUTH_AFRICA
EPI_ISL_1534396	SOUTH_AFRICA
EPI_ISL_1534397	SOUTH_AFRICA
EPI_ISL_1534398	SOUTH_AFRICA
EPI_ISL_1534400	SOUTH_AFRICA
EPI_ISL_1534401	SOUTH_AFRICA
EPI_ISL_1534402	SOUTH_AFRICA
EPI_ISL_1534403	SOUTH_AFRICA
EPI_ISL_1534404	SOUTH_AFRICA
EPI_ISL_1534405	SOUTH_AFRICA
EPI_ISL_1534406	SOUTH_AFRICA
EPI_ISL_1534407	SOUTH_AFRICA
EPI_ISL_1534408	SOUTH_AFRICA
EPI_ISL_1534409	SOUTH_AFRICA
EPI_ISL_1534410	SOUTH_AFRICA
EPI_ISL_1534411	SOUTH_AFRICA
EPI_ISL_1534412	SOUTH_AFRICA
EPI_ISL_1534414	SOUTH_AFRICA
EPI_ISL_1534415	SOUTH_AFRICA
EPI_ISL_1534416	SOUTH_AFRICA
EPI_ISL_1534417	SOUTH_AFRICA
EPI_ISL_1534418	SOUTH_AFRICA
EPI_ISL_1534419	SOUTH_AFRICA
EPI_ISL_1534420	SOUTH_AFRICA
EPI_ISL_1534421	SOUTH_AFRICA
EPI_ISL_1534422	SOUTH_AFRICA
EPI_ISL_1534423	SOUTH_AFRICA
EPI_ISL_1534424	SOUTH_AFRICA
EPI_ISL_1534425	SOUTH_AFRICA
EPI_ISL_1534426	SOUTH_AFRICA
EPI_ISL_1534428	SOUTH_AFRICA
EPI_ISL_1534429	SOUTH_AFRICA
EPI_ISL_1534430	SOUTH_AFRICA
EPI_ISL_1534431	SOUTH_AFRICA
EPI_ISL_1534432	SOUTH_AFRICA
EPI_ISL_1534433	SOUTH_AFRICA
EPI_ISL_1534434	SOUTH_AFRICA
EPI_ISL_1534435	SOUTH_AFRICA
EPI_ISL_1534436	SOUTH_AFRICA
EPI_ISL_1534437	SOUTH_AFRICA
EPI_ISL_1534438	SOUTH_AFRICA
EPI_ISL_1534439	SOUTH_AFRICA
EPI_ISL_1534440	SOUTH_AFRICA
EPI_ISL_1534441	SOUTH_AFRICA
EPI_ISL_1534442	SOUTH_AFRICA
EPI_ISL_1534443	SOUTH_AFRICA
EPI_ISL_1534444	SOUTH_AFRICA
EPI_ISL_1534445	SOUTH_AFRICA
EPI_ISL_1534446	SOUTH_AFRICA
EPI_ISL_1534447	SOUTH_AFRICA
EPI_ISL_1534448	SOUTH_AFRICA
EPI_ISL_1534449	SOUTH_AFRICA
EPI_ISL_1534450	SOUTH_AFRICA
EPI_ISL_1534451	SOUTH_AFRICA
