Sample_ID	Population
EPI_ISL_19720817	2025
EPI_ISL_19720818	2025
EPI_ISL_19720819	2025
EPI_ISL_19720820	2025
EPI_ISL_19720821	2025
EPI_ISL_19720822	2025
EPI_ISL_19720823	2025
EPI_ISL_19720824	2025
EPI_ISL_19720825	2025
EPI_ISL_19720826	2025
EPI_ISL_19720827	2025
EPI_ISL_19720828	2025
EPI_ISL_19720829	2025
EPI_ISL_19720830	2025
EPI_ISL_19720831	2025
EPI_ISL_19720832	2025
EPI_ISL_19720833	2025
EPI_ISL_19720834	2025
EPI_ISL_19720835	2025
EPI_ISL_19720836	2025
EPI_ISL_19720837	2025
EPI_ISL_19720839	2025
EPI_ISL_19720840	2025
EPI_ISL_19720841	2025
EPI_ISL_19720842	2025
EPI_ISL_19720843	2025
EPI_ISL_19720844	2025
EPI_ISL_19720845	2025
EPI_ISL_19720846	2025
EPI_ISL_19720847	2025
EPI_ISL_19720849	2025
EPI_ISL_19720850	2025
EPI_ISL_19720851	2025
EPI_ISL_19720852	2025
EPI_ISL_19720853	2025
EPI_ISL_19720854	2025
EPI_ISL_19720855	2025
EPI_ISL_19720856	2025
EPI_ISL_19720858	2025
EPI_ISL_19720859	2025
EPI_ISL_19720860	2025
EPI_ISL_19720861	2025
EPI_ISL_19720862	2025
EPI_ISL_19720863	2025
EPI_ISL_19720864	2025
EPI_ISL_19720865	2025
EPI_ISL_19720866	2025
EPI_ISL_19720867	2025
EPI_ISL_19720868	2025
EPI_ISL_19720869	2025
EPI_ISL_19720870	2025
EPI_ISL_19720871	2025
EPI_ISL_19720872	2025
EPI_ISL_19720873	2025
EPI_ISL_19720874	2025
EPI_ISL_19720875	2025
EPI_ISL_19720876	2025
EPI_ISL_19720878	2025
EPI_ISL_19720879	2025
EPI_ISL_19720880	2025
EPI_ISL_19720881	2025
EPI_ISL_19720882	2025
EPI_ISL_19720883	2025
EPI_ISL_19720884	2025
EPI_ISL_19720885	2025
EPI_ISL_19720886	2025
EPI_ISL_19720887	2025
EPI_ISL_19720888	2025
EPI_ISL_19720891	2025
EPI_ISL_19720892	2025
EPI_ISL_19720893	2025
EPI_ISL_19720894	2025
EPI_ISL_19720897	2025
EPI_ISL_19720898	2025
EPI_ISL_19720899	2025
EPI_ISL_19720900	2025
EPI_ISL_19720901	2025
EPI_ISL_19720902	2025
EPI_ISL_19720903	2025
EPI_ISL_19720905	2025
EPI_ISL_19720906	2025
EPI_ISL_19720907	2025
EPI_ISL_19720908	2025
EPI_ISL_19720909	2025
EPI_ISL_19720910	2025
EPI_ISL_19720911	2025
EPI_ISL_19720912	2025
EPI_ISL_19720914	2025
EPI_ISL_19720915	2025
EPI_ISL_19720917	2025
EPI_ISL_19720918	2025
EPI_ISL_19720919	2025
EPI_ISL_19720920	2025
EPI_ISL_19720921	2025
EPI_ISL_19720923	2025
EPI_ISL_19720924	2025
EPI_ISL_19720926	2025
EPI_ISL_19720927	2025
EPI_ISL_19720928	2025
EPI_ISL_19720929	2025
EPI_ISL_19720930	2025
EPI_ISL_19720931	2025
EPI_ISL_19720933	2025
EPI_ISL_19720934	2025
EPI_ISL_19720935	2025
EPI_ISL_19720936	2025
EPI_ISL_19720937	2025
EPI_ISL_19720938	2025
EPI_ISL_19720939	2025
EPI_ISL_19720940	2025
EPI_ISL_19720941	2025
EPI_ISL_19720942	2025
EPI_ISL_19720943	2025
EPI_ISL_19720945	2025
EPI_ISL_19720946	2025
EPI_ISL_19720947	2025
EPI_ISL_19720948	2025
EPI_ISL_19720949	2025
EPI_ISL_19720951	2025
EPI_ISL_19720952	2025
EPI_ISL_19720953	2025
EPI_ISL_19720954	2025
EPI_ISL_19723952	2025
EPI_ISL_19723955	2025
EPI_ISL_19723978	2025
EPI_ISL_19723984	2025
EPI_ISL_19723993	2025
EPI_ISL_19723996	2025
EPI_ISL_19724021	2025
EPI_ISL_19728443	2025
EPI_ISL_19728445	2025
EPI_ISL_19728458	2025
EPI_ISL_19728477	2025
EPI_ISL_19728482	2025
EPI_ISL_19728485	2025
EPI_ISL_19728515	2025
EPI_ISL_19728517	2025
EPI_ISL_19730781	2025
EPI_ISL_19730782	2025
EPI_ISL_19730783	2025
EPI_ISL_19730784	2025
EPI_ISL_19730786	2025
EPI_ISL_19730787	2025
EPI_ISL_19730788	2025
EPI_ISL_19730789	2025
EPI_ISL_19730790	2025
EPI_ISL_19730791	2025
EPI_ISL_19730792	2025
EPI_ISL_19730793	2025
EPI_ISL_19730794	2025
EPI_ISL_19730796	2025
EPI_ISL_19730797	2025
EPI_ISL_19730798	2025
EPI_ISL_19730799	2025
EPI_ISL_19730800	2025
EPI_ISL_19730801	2025
EPI_ISL_19730802	2025
EPI_ISL_19730803	2025
EPI_ISL_19730804	2025
EPI_ISL_19730805	2025
EPI_ISL_19730806	2025
EPI_ISL_19730807	2025
EPI_ISL_19730808	2025
EPI_ISL_19730809	2025
EPI_ISL_19730810	2025
EPI_ISL_19730811	2025
EPI_ISL_19730812	2025
EPI_ISL_19730813	2025
EPI_ISL_19730815	2025
EPI_ISL_19730816	2025
EPI_ISL_19730817	2025
EPI_ISL_19730818	2025
EPI_ISL_19730820	2025
EPI_ISL_19730821	2025
EPI_ISL_19730823	2025
EPI_ISL_19730824	2025
EPI_ISL_19730825	2025
EPI_ISL_19730826	2025
EPI_ISL_19730827	2025
EPI_ISL_19730828	2025
EPI_ISL_19730829	2025
EPI_ISL_19730830	2025
EPI_ISL_19730831	2025
EPI_ISL_19730832	2025
EPI_ISL_19730833	2025
EPI_ISL_19730834	2025
EPI_ISL_19730835	2025
EPI_ISL_19730836	2025
EPI_ISL_19730837	2025
EPI_ISL_19730839	2025
EPI_ISL_19730840	2025
EPI_ISL_19730841	2025
EPI_ISL_19730842	2025
EPI_ISL_19730843	2025
EPI_ISL_19730845	2025
EPI_ISL_19730846	2025
EPI_ISL_19730847	2025
EPI_ISL_19730849	2025
EPI_ISL_19730850	2025
EPI_ISL_19730851	2025
EPI_ISL_19730852	2025
EPI_ISL_19730853	2025
EPI_ISL_19730854	2025
EPI_ISL_19730855	2025
EPI_ISL_19730856	2025
EPI_ISL_19730857	2025
EPI_ISL_19730858	2025
EPI_ISL_19730859	2025
EPI_ISL_19730860	2025
EPI_ISL_19730861	2025
EPI_ISL_19730862	2025
EPI_ISL_19730863	2025
EPI_ISL_19730864	2025
EPI_ISL_19730865	2025
EPI_ISL_19730866	2025
EPI_ISL_19730867	2025
EPI_ISL_19730868	2025
EPI_ISL_19730869	2025
EPI_ISL_19730870	2025
EPI_ISL_19730871	2025
EPI_ISL_19730872	2025
EPI_ISL_19730873	2025
EPI_ISL_19730874	2025
EPI_ISL_19730875	2025
EPI_ISL_19730876	2025
EPI_ISL_19730877	2025
EPI_ISL_19730878	2025
EPI_ISL_19730879	2025
EPI_ISL_19730880	2025
EPI_ISL_19730881	2025
EPI_ISL_19730882	2025
EPI_ISL_19730883	2025
EPI_ISL_19730884	2025
EPI_ISL_19730885	2025
EPI_ISL_19730886	2025
EPI_ISL_19730887	2025
EPI_ISL_19730888	2025
EPI_ISL_19730889	2025
EPI_ISL_19730890	2025
EPI_ISL_19730891	2025
EPI_ISL_19730892	2025
EPI_ISL_19730893	2025
EPI_ISL_19730895	2025
EPI_ISL_19730896	2025
EPI_ISL_19730897	2025
EPI_ISL_19730898	2025
EPI_ISL_19730899	2025
EPI_ISL_19730900	2025
EPI_ISL_19730901	2025
EPI_ISL_19730902	2025
EPI_ISL_19730903	2025
EPI_ISL_19730904	2025
EPI_ISL_19730905	2025
EPI_ISL_19730906	2025
EPI_ISL_19730907	2025
EPI_ISL_19730910	2025
EPI_ISL_19730911	2025
EPI_ISL_19730912	2025
EPI_ISL_19730913	2025
EPI_ISL_19730914	2025
EPI_ISL_19730915	2025
EPI_ISL_19730916	2025
EPI_ISL_19730917	2025
EPI_ISL_19730918	2025
EPI_ISL_19730919	2025
EPI_ISL_19730920	2025
EPI_ISL_19730921	2025
EPI_ISL_19730922	2025
EPI_ISL_19730923	2025
EPI_ISL_19730924	2025
EPI_ISL_19730925	2025
EPI_ISL_19730926	2025
EPI_ISL_19730927	2025
EPI_ISL_19730928	2025
EPI_ISL_19730929	2025
EPI_ISL_19730930	2025
EPI_ISL_19730931	2025
EPI_ISL_19730932	2025
EPI_ISL_19730934	2025
EPI_ISL_19730935	2025
EPI_ISL_19730936	2025
EPI_ISL_19730937	2025
EPI_ISL_19730938	2025
EPI_ISL_19730939	2025
EPI_ISL_19730940	2025
EPI_ISL_19730941	2025
EPI_ISL_19730942	2025
EPI_ISL_19730943	2025
EPI_ISL_19730944	2025
EPI_ISL_19730948	2025
EPI_ISL_19730949	2025
EPI_ISL_19730950	2025
EPI_ISL_19730951	2025
EPI_ISL_19730952	2025
EPI_ISL_19730953	2025
EPI_ISL_19730954	2025
EPI_ISL_19730955	2025
EPI_ISL_19730956	2025
EPI_ISL_19730957	2025
EPI_ISL_19730958	2025
EPI_ISL_19730959	2025
EPI_ISL_19730960	2025
EPI_ISL_19730961	2025
EPI_ISL_19730964	2025
EPI_ISL_19730965	2025
EPI_ISL_19730966	2025
EPI_ISL_19730967	2025
EPI_ISL_19730968	2025
EPI_ISL_19730969	2025
EPI_ISL_19730971	2025
EPI_ISL_19730973	2025
EPI_ISL_19730974	2025
EPI_ISL_19730975	2025
EPI_ISL_19730976	2025
EPI_ISL_19730977	2025
EPI_ISL_19730978	2025
EPI_ISL_19730979	2025
EPI_ISL_19730980	2025
EPI_ISL_19730982	2025
EPI_ISL_19730983	2025
EPI_ISL_19730984	2025
EPI_ISL_19730986	2025
EPI_ISL_19730987	2025
EPI_ISL_19730988	2025
EPI_ISL_19730989	2025
EPI_ISL_19730990	2025
EPI_ISL_19730991	2025
EPI_ISL_19730992	2025
EPI_ISL_19730993	2025
EPI_ISL_19730994	2025
EPI_ISL_19730995	2025
EPI_ISL_19730996	2025
EPI_ISL_19730997	2025
EPI_ISL_19730998	2025
EPI_ISL_19730999	2025
EPI_ISL_19731000	2025
EPI_ISL_19731001	2025
EPI_ISL_19731002	2025
EPI_ISL_19731003	2025
EPI_ISL_19731004	2025
EPI_ISL_19731005	2025
EPI_ISL_19731006	2025
EPI_ISL_19731007	2025
EPI_ISL_19731008	2025
EPI_ISL_19731009	2025
EPI_ISL_19731010	2025
EPI_ISL_19731011	2025
EPI_ISL_19731012	2025
EPI_ISL_19731013	2025
EPI_ISL_19731014	2025
EPI_ISL_19731015	2025
EPI_ISL_19731016	2025
EPI_ISL_19731017	2025
EPI_ISL_19731018	2025
EPI_ISL_19731019	2025
EPI_ISL_19731020	2025
EPI_ISL_19731021	2025
EPI_ISL_19731023	2025
EPI_ISL_19731024	2025
EPI_ISL_19731025	2025
EPI_ISL_19731026	2025
EPI_ISL_19731027	2025
EPI_ISL_19731028	2025
EPI_ISL_19731029	2025
EPI_ISL_19731030	2025
EPI_ISL_19731031	2025
EPI_ISL_19731032	2025
